# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jun 22 16:28:05 2026
#
# User preference: *
#
# CONSTRAINT:  where (pl_controv_flag = 0
# CONSTRAINT:  and ttv_flag = 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
#
loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_orbsmax,pl_radj,ttv_flag,st_spectype,st_teff,rastr,ra,decstr,dec,sy_dist
20403,Kepler-215 b,Kepler-215,0,1,4,Transit,2014,0,9.36063971000,0.0812000000,0.15701695,0,,5741.00,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20404,Kepler-215 b,Kepler-215,0,1,4,Transit,2014,0,9.36064358000,,,0,,5697.97,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20405,Kepler-215 b,Kepler-215,0,1,4,Transit,2014,0,9.36050000000,0.0860000000,0.15255624,0,,5922.00,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20406,Kepler-215 b,Kepler-215,0,1,4,Transit,2014,0,9.36063971000,0.0812000000,0.15701695,0,,5741.00,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20407,Kepler-215 b,Kepler-215,0,1,4,Transit,2014,0,9.36059705000,0.0844000000,0.12668413,0,,5677.00,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20408,Kepler-215 b,Kepler-215,1,1,4,Transit,2014,0,9.36067200000,0.0840000000,0.14500000,0,,5739.00,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20409,Kepler-215 b,Kepler-215,0,1,4,Transit,2014,0,9.36063971000,0.0812000000,0.15701695,0,,5741.00,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20410,Kepler-215 b,Kepler-215,0,1,4,Transit,2014,0,,,0.13801410,0,,5648.00,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20411,Kepler-215 b,Kepler-215,0,1,4,Transit,2014,0,9.36063971000,0.0803300000,0.14006626,0,,5648.00,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20412,Kepler-215 b,Kepler-215,0,1,4,Transit,2014,0,9.36063609240,,,0,,5697.97,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20413,Kepler-215 c,Kepler-215,0,1,4,Transit,2014,0,14.66719270000,,0.11687037,0,,5679.00,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20414,Kepler-215 c,Kepler-215,0,1,4,Transit,2014,0,14.66719270000,0.1095000000,0.13649769,0,,5741.00,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20415,Kepler-215 c,Kepler-215,0,1,4,Transit,2014,0,14.66722394510,,,0,,5697.97,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20416,Kepler-215 c,Kepler-215,0,1,4,Transit,2014,0,14.66716376000,,,0,,5697.97,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20417,Kepler-215 c,Kepler-215,0,1,4,Transit,2014,0,14.66722930000,,,0,,5697.97,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20418,Kepler-215 c,Kepler-215,0,1,4,Transit,2014,0,,,0.11803015,0,,5648.00,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20419,Kepler-215 c,Kepler-215,0,1,4,Transit,2014,0,14.66719270000,0.1083800000,0.12142050,0,,5648.00,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20420,Kepler-215 c,Kepler-215,0,1,4,Transit,2014,0,14.66722930000,0.1139000000,0.10794916,0,,5677.00,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20421,Kepler-215 c,Kepler-215,0,1,4,Transit,2014,0,14.66719270000,0.1095000000,0.13649769,0,,5741.00,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20422,Kepler-215 c,Kepler-215,0,1,4,Transit,2014,0,14.66700000000,,,0,,,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20423,Kepler-215 c,Kepler-215,0,1,4,Transit,2014,0,14.66719270000,0.1095000000,0.13649769,0,,5741.00,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20424,Kepler-215 c,Kepler-215,0,1,4,Transit,2014,0,14.66730000000,0.1160000000,0.14006626,0,,5922.00,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20425,Kepler-215 c,Kepler-215,1,1,4,Transit,2014,0,14.66710800000,0.1130000000,0.15800000,0,,5739.00,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20439,Kepler-215 e,Kepler-215,0,1,4,Transit,2014,0,68.16135980000,0.3018100000,0.13863883,0,,5648.00,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20440,Kepler-215 e,Kepler-215,0,1,4,Transit,2014,0,68.16135980000,0.3049000000,0.15612481,0,,5741.00,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20441,Kepler-215 e,Kepler-215,0,1,4,Transit,2014,0,68.16135980000,0.3049000000,0.15612481,0,,5741.00,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20442,Kepler-215 e,Kepler-215,0,1,4,Transit,2014,0,68.16135980000,,0.13292890,0,,5679.00,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20443,Kepler-215 e,Kepler-215,0,1,4,Transit,2014,0,,,0.14095816,0,,5648.00,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20444,Kepler-215 e,Kepler-215,0,1,4,Transit,2014,0,68.16098970000,,,0,,5697.97,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20445,Kepler-215 e,Kepler-215,0,1,4,Transit,2014,0,68.16179036320,,,0,,5697.97,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20446,Kepler-215 e,Kepler-215,0,1,4,Transit,2014,0,68.16030000000,0.3240000000,0.16058552,0,,5922.00,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20447,Kepler-215 e,Kepler-215,0,1,4,Transit,2014,0,68.16098970000,0.3171000000,0.12936056,0,,5677.00,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20448,Kepler-215 e,Kepler-215,0,1,4,Transit,2014,0,68.16135980000,0.3049000000,0.15612481,0,,5741.00,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20449,Kepler-215 e,Kepler-215,1,1,4,Transit,2014,0,68.16101000000,0.3140000000,0.15600000,0,,5739.00,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20450,Kepler-215 e,Kepler-215,0,1,4,Transit,2014,0,68.16177013000,,,0,,5697.97,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.99700000
20451,Kepler-216 b,Kepler-216,1,1,2,Transit,2014,0,7.69364100000,0.0790000000,0.21000000,0,,6091.00,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47000000
20452,Kepler-216 b,Kepler-216,0,1,2,Transit,2014,0,7.69363627000,,,0,,6093.45,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47000000
20453,Kepler-216 b,Kepler-216,0,1,2,Transit,2014,0,7.69363627000,0.0767000000,0.18913406,0,,6086.00,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47000000
20454,Kepler-216 b,Kepler-216,0,1,2,Transit,2014,0,7.69364042000,0.0785000000,0.17039908,0,,6277.00,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47000000
20455,Kepler-216 b,Kepler-216,0,1,2,Transit,2014,0,7.69364042000,0.0794000000,0.25577705,0,,6119.00,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47000000
20456,Kepler-216 b,Kepler-216,0,1,2,Transit,2014,0,7.69364042000,0.0785000000,0.17039908,0,,6277.00,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47000000
20457,Kepler-216 b,Kepler-216,0,1,2,Transit,2014,0,,,0.24667678,0,,6119.00,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47000000
20458,Kepler-216 b,Kepler-216,0,1,2,Transit,2014,0,7.69362068000,,,0,,6093.45,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47000000
20459,Kepler-216 b,Kepler-216,0,1,2,Transit,2014,0,7.69364042000,,0.19894727,0,,6142.00,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47000000
20460,Kepler-216 b,Kepler-216,0,1,2,Transit,2014,0,7.69357196440,,,0,,6093.45,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47000000
20461,Kepler-216 b,Kepler-216,0,1,2,Transit,2014,0,7.69349100000,0.0790000000,0.17485979,0,,6278.00,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47000000
20462,Kepler-216 b,Kepler-216,0,1,2,Transit,2014,0,7.69364042000,0.0785000000,0.17039908,0,,6277.00,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47000000
20463,Kepler-216 c,Kepler-216,0,1,2,Transit,2014,0,17.40665938000,,0.25604425,0,,6142.00,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47000000
20464,Kepler-216 c,Kepler-216,1,1,2,Transit,2014,0,17.40666900000,0.1360000000,0.27100000,0,,6091.00,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47000000
20465,Kepler-216 c,Kepler-216,0,1,2,Transit,2014,0,17.40665938000,0.1354000000,0.22303545,0,,6277.00,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47000000
20466,Kepler-216 c,Kepler-216,0,1,2,Transit,2014,0,17.40665216000,0.1321000000,0.26318183,0,,6086.00,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47000000
20467,Kepler-216 c,Kepler-216,0,1,2,Transit,2014,0,17.40664770360,,,0,,6093.45,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47000000
20468,Kepler-216 c,Kepler-216,0,1,2,Transit,2014,0,17.40665938000,0.1354000000,0.22303545,0,,6277.00,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47000000
20469,Kepler-216 c,Kepler-216,0,1,2,Transit,2014,0,17.40665938000,0.1368200000,0.33410710,0,,6119.00,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47000000
20470,Kepler-216 c,Kepler-216,0,1,2,Transit,2014,0,17.40665938000,0.1354000000,0.22303545,0,,6277.00,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47000000
20471,Kepler-216 c,Kepler-216,0,1,2,Transit,2014,0,17.40665216000,,,0,,6093.45,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47000000
20472,Kepler-216 c,Kepler-216,0,1,2,Transit,2014,0,17.40664752000,,,0,,6093.45,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47000000
20473,Kepler-216 c,Kepler-216,0,1,2,Transit,2014,0,17.40652000000,0.1370000000,0.24355471,0,,6278.00,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47000000
20474,Kepler-216 c,Kepler-216,0,1,2,Transit,2014,0,,,0.34356321,0,,6119.00,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47000000
20475,Kepler-217 b,Kepler-217,0,1,3,Transit,2014,0,5.37466927790,,,0,,6658.99,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20476,Kepler-217 b,Kepler-217,0,1,3,Transit,2014,0,5.37493491000,0.0662800000,0.19636041,0,,6554.00,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20477,Kepler-217 b,Kepler-217,0,1,3,Transit,2014,0,,,0.20144527,0,,6554.00,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20478,Kepler-217 b,Kepler-217,1,1,3,Transit,2014,0,5.37494300000,0.0650000000,0.19900000,0,,6171.00,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20479,Kepler-217 b,Kepler-217,0,1,3,Transit,2014,0,5.37485100000,0.0670000000,0.20519261,0,,6653.00,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20480,Kepler-217 b,Kepler-217,0,1,3,Transit,2014,0,5.37490067000,,,0,,6658.99,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20481,Kepler-217 b,Kepler-217,0,1,3,Transit,2014,0,5.37493491000,0.0676000000,0.16147766,0,,6765.00,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20482,Kepler-217 b,Kepler-217,0,1,3,Transit,2014,0,5.37493491000,0.0676000000,0.16147766,0,,6765.00,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20483,Kepler-217 b,Kepler-217,0,1,3,Transit,2014,0,5.37493491000,,0.18824159,0,,6341.00,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20484,Kepler-217 b,Kepler-217,0,1,3,Transit,2014,0,5.37493289000,,,0,,6658.99,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20485,Kepler-217 b,Kepler-217,0,1,3,Transit,2014,0,5.37493289000,0.0626000000,0.18913406,0,,6167.00,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20486,Kepler-217 b,Kepler-217,0,1,3,Transit,2014,0,5.37493491000,0.0676000000,0.16147766,0,,6765.00,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20487,Kepler-217 c,Kepler-217,0,1,3,Transit,2014,0,8.58598202000,,0.15523240,0,,6341.00,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20488,Kepler-217 c,Kepler-217,0,1,3,Transit,2014,0,8.58586259000,,,0,,6658.99,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20489,Kepler-217 c,Kepler-217,0,1,3,Transit,2014,0,8.58600968000,,,0,,6658.99,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20490,Kepler-217 c,Kepler-217,0,1,3,Transit,2014,0,,,0.17432420,0,,6554.00,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20491,Kepler-217 c,Kepler-217,0,1,3,Transit,2014,0,8.58600968000,0.0856000000,0.16415409,0,,6167.00,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20492,Kepler-217 c,Kepler-217,0,1,3,Transit,2014,0,8.58598202000,0.0924000000,0.13203698,0,,6765.00,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20493,Kepler-217 c,Kepler-217,0,1,3,Transit,2014,0,8.58598202000,0.0924000000,0.13203698,0,,6765.00,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20494,Kepler-217 c,Kepler-217,0,1,3,Transit,2014,0,8.58598202000,0.0924000000,0.13203698,0,,6765.00,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20495,Kepler-217 c,Kepler-217,0,1,3,Transit,2014,0,8.58604000000,0.0910000000,0.16326195,0,,6653.00,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20496,Kepler-217 c,Kepler-217,0,1,3,Transit,2014,0,8.58598202000,0.0905700000,0.16094238,0,,6554.00,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20497,Kepler-217 c,Kepler-217,0,1,3,Transit,2014,0,8.58626379870,,,0,,6658.99,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20498,Kepler-217 c,Kepler-217,1,1,3,Transit,2014,0,8.58600400000,0.0890000000,0.16500000,0,,6171.00,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20499,Kepler-217 d,Kepler-217,0,1,3,Transit,2016,0,3.88683100000,0.0540000000,0.11151772,0,,6653.00,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20500,Kepler-217 d,Kepler-217,0,1,3,Transit,2016,0,3.88688862000,,,0,,6658.99,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20501,Kepler-217 d,Kepler-217,0,1,3,Transit,2016,0,,,0.12266928,0,,6554.00,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20502,Kepler-217 d,Kepler-217,1,1,3,Transit,2016,0,3.88689525000,,0.11776251,0,,6341.00,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20503,Kepler-217 d,Kepler-217,0,1,3,Transit,2016,0,3.88688862000,0.0505000000,0.11508629,0,,6167.00,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20504,Kepler-217 d,Kepler-217,0,1,3,Transit,2016,0,3.88688537800,,,0,,6658.99,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20505,Kepler-217 d,Kepler-217,0,1,3,Transit,2016,0,3.88689525000,0.0545000000,0.10170416,0,,6765.00,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20506,Kepler-217 d,Kepler-217,0,1,3,Transit,2016,0,3.88689525000,0.0545000000,0.10170416,0,,6765.00,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20507,Kepler-217 d,Kepler-217,0,1,3,Transit,2016,0,3.88689525000,0.0534000000,0.12382928,0,,6554.00,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20508,Kepler-217 d,Kepler-217,0,1,3,Transit,2016,0,3.88689525000,0.0545000000,0.10170416,0,,6765.00,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64000000
20509,Kepler-218 b,Kepler-218,0,1,3,Transit,2014,0,3.61931219500,0.0459000000,0.15344839,0,,5497.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20510,Kepler-218 b,Kepler-218,0,1,3,Transit,2014,0,3.61931219500,0.0459000000,0.15344839,0,,5497.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20511,Kepler-218 b,Kepler-218,0,1,3,Transit,2014,0,3.61931219500,0.0459000000,0.15344839,0,,5497.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20512,Kepler-218 b,Kepler-218,0,1,3,Transit,2014,0,3.61930973400,0.0460000000,0.13114484,0,,5497.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20513,Kepler-218 b,Kepler-218,0,1,3,Transit,2014,0,3.61934500000,0.0460000000,0.13382127,0,,5502.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20514,Kepler-218 b,Kepler-218,0,1,3,Transit,2014,0,3.61931219500,,0.14898742,0,,5542.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20515,Kepler-218 b,Kepler-218,1,1,3,Transit,2014,0,3.61933700000,0.0460000000,0.13200000,0,,5502.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20516,Kepler-218 b,Kepler-218,0,1,3,Transit,2014,0,3.61931219500,0.0471700000,0.15130725,0,,5594.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20517,Kepler-218 b,Kepler-218,0,1,3,Transit,2014,0,3.61930384000,,,0,,5502.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20518,Kepler-218 b,Kepler-218,0,1,3,Transit,2014,0,3.61930973400,,,0,,5502.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20519,Kepler-218 b,Kepler-218,0,1,3,Transit,2014,0,3.61930836420,,,0,,5502.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20520,Kepler-218 b,Kepler-218,0,1,3,Transit,2014,0,,,0.13230440,0,,5594.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20521,Kepler-218 c,Kepler-218,0,1,3,Transit,2014,0,44.69950400000,0.2451000000,0.26496611,0,,5497.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20522,Kepler-218 c,Kepler-218,0,1,3,Transit,2014,0,44.69962297000,,,0,,5502.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20523,Kepler-218 c,Kepler-218,0,1,3,Transit,2014,0,44.69950400000,0.2451000000,0.26496611,0,,5497.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20524,Kepler-218 c,Kepler-218,0,1,3,Transit,2014,0,,,0.27424391,0,,5594.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20525,Kepler-218 c,Kepler-218,0,1,3,Transit,2014,0,44.69965630000,0.2457000000,0.27210324,0,,5497.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20526,Kepler-218 c,Kepler-218,1,1,3,Transit,2014,0,44.69957600000,0.2480000000,0.28000000,0,,5502.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20527,Kepler-218 c,Kepler-218,0,1,3,Transit,2014,0,44.69910000000,0.2480000000,0.28459323,0,,5502.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20528,Kepler-218 c,Kepler-218,0,1,3,Transit,2014,0,44.69950400000,,0.25872067,0,,5542.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20529,Kepler-218 c,Kepler-218,0,1,3,Transit,2014,0,44.69965630000,,,0,,5502.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20530,Kepler-218 c,Kepler-218,0,1,3,Transit,2014,0,44.69950400000,0.2519900000,0.26121911,0,,5594.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20531,Kepler-218 c,Kepler-218,0,1,3,Transit,2014,0,44.69950400000,0.2451000000,0.26496611,0,,5497.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20532,Kepler-218 d,Kepler-218,0,1,3,Transit,2016,0,124.52446470000,0.4988400000,0.24453606,0,,5594.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20533,Kepler-218 d,Kepler-218,0,1,3,Transit,2016,0,124.52469816000,,,0,,5502.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20534,Kepler-218 d,Kepler-218,0,1,3,Transit,2016,0,124.52310000000,0.4910000000,0.25247612,0,,5502.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20535,Kepler-218 d,Kepler-218,0,1,3,Transit,2016,0,,,0.24123472,0,,5594.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20536,Kepler-218 d,Kepler-218,1,1,3,Transit,2016,0,124.52446470000,,0.23730931,0,,5542.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20537,Kepler-218 d,Kepler-218,0,1,3,Transit,2016,0,124.52446470000,0.4853000000,0.24801541,0,,5497.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20538,Kepler-218 d,Kepler-218,0,1,3,Transit,2016,0,124.52446470000,0.4853000000,0.24801541,0,,5497.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20539,Kepler-218 d,Kepler-218,0,1,3,Transit,2016,0,124.52446470000,0.4853000000,0.24801541,0,,5497.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20540,Kepler-218 d,Kepler-218,0,1,3,Transit,2016,0,124.52452240000,0.4865000000,0.23998614,0,,5497.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20541,Kepler-218 d,Kepler-218,0,1,3,Transit,2016,0,124.52452240000,,,0,,5502.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20542,Kepler-218 d,Kepler-218,0,1,3,Transit,2016,0,124.52494069300,,,0,,5502.00,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38000000
20555,Kepler-219 c,Kepler-219,0,1,3,Transit,2014,0,22.71443351000,0.1659000000,0.35774885,0,,5788.00,19h14m57.35s,288.7389481,+46d45m45.33s,46.7625929,787.07000000
20556,Kepler-219 c,Kepler-219,0,1,3,Transit,2014,0,22.71456000000,0.1660000000,0.27388753,0,,5788.00,19h14m57.35s,288.7389481,+46d45m45.33s,46.7625929,787.07000000
20557,Kepler-219 c,Kepler-219,0,1,3,Transit,2014,0,22.71444582000,,0.30065126,0,,5910.00,19h14m57.35s,288.7389481,+46d45m45.33s,46.7625929,787.07000000
20558,Kepler-219 c,Kepler-219,1,1,3,Transit,2014,0,22.71461300000,0.1650000000,0.31900000,0,,5786.00,19h14m57.35s,288.7389481,+46d45m45.33s,46.7625929,787.07000000
20559,Kepler-219 c,Kepler-219,0,1,3,Transit,2014,0,22.71444582000,0.1647000000,0.28637751,0,,5778.00,19h14m57.35s,288.7389481,+46d45m45.33s,46.7625929,787.07000000
20560,Kepler-219 c,Kepler-219,0,1,3,Transit,2014,0,22.71427963070,,,0,,5766.61,19h14m57.35s,288.7389481,+46d45m45.33s,46.7625929,787.07000000
20561,Kepler-219 c,Kepler-219,0,1,3,Transit,2014,0,22.71444582000,0.1651900000,0.24971048,0,,5873.00,19h14m57.35s,288.7389481,+46d45m45.33s,46.7625929,787.07000000
20562,Kepler-219 c,Kepler-219,0,1,3,Transit,2014,0,22.71444582000,0.1647000000,0.28637751,0,,5778.00,19h14m57.35s,288.7389481,+46d45m45.33s,46.7625929,787.07000000
20563,Kepler-219 c,Kepler-219,0,1,3,Transit,2014,0,22.71400000000,,,0,,,19h14m57.35s,288.7389481,+46d45m45.33s,46.7625929,787.07000000
20564,Kepler-219 c,Kepler-219,0,1,3,Transit,2014,0,22.71444582000,0.1647000000,0.28637751,0,,5778.00,19h14m57.35s,288.7389481,+46d45m45.33s,46.7625929,787.07000000
20565,Kepler-219 c,Kepler-219,0,1,3,Transit,2014,0,22.71443351000,,,0,,5766.61,19h14m57.35s,288.7389481,+46d45m45.33s,46.7625929,787.07000000
20566,Kepler-219 c,Kepler-219,0,1,3,Transit,2014,0,22.71451538000,,,0,,5766.61,19h14m57.35s,288.7389481,+46d45m45.33s,46.7625929,787.07000000
20567,Kepler-219 c,Kepler-219,0,1,3,Transit,2014,0,,,0.28280846,0,,5873.00,19h14m57.35s,288.7389481,+46d45m45.33s,46.7625929,787.07000000
